sentence,label1,label2,label3
"Llosa, who shared elements of Gabriel García Márquez's magic realism, won an award at the Rotterdam Film Festival ",prize,films,
This prestigious award is designed to raise public awareness of modern-day slavery ,prize,,
Hill Memorial Awards for outstanding food service in the Navy and Marine Corps ,prize,,
"The film won Best Film for 1987 Golden Rooster Awards and Hundred Flowers Awards, as well as Best Actress awards for Liu Xiaoqing at both ceremonies ",prize,films,
Everyone should wear formal dress for the commendation ceremony tomorrow ,prize,conference,
"The song ""Say a Pray'r for the Boys Over There"" from ''Hers to Hold'' was nominated for Best Song at the 16th Academy Awards ",prize,,
The 2019 award was shared between two players: Larry Bird and Magic Johnson ,prize,NBA,
Wins Best Forex Trading Tools & Software at the 2013 UK Forex Awards ,prize,application,
"The trial, along with his work on the pollen count, was one of the contributing factors to Frankland being awarded the EAACI Noon Award for significant contributions to immunotherapy ",prize,,
"In 1936, she received the travel scholarship Tagea Brandts Rejselegat, a Danish award for ",prize,,
"He was ''""the first Filipino to receive the Rolex Award for Enterprise""'' in 2008 for his invention of a low-cost and environment friendly rice husk stove ",prize,,
"The series aired from 1965 to 1971, and Crane received two Emmy Award nominations ",prize,,
Twin brothers Tyler and Justin Donati are the only brothers to win the award ,prize,,
" In 1952, the Western Holly stove received a design and color award ",prize,,
"He was nominated for the 1989 Anthony Award in the ""Best Paperback Original"" category for his novel ''High Noon at Midnight'' ",prize,,
"Each prize recipient will get a grant of Taka 750,000 to implement their project ",prize,,
"In 2013, Boyd was among the recipients of the Grammy Award for Best Historical Album for ''The Smile Sessions'' (2011) ",prize,,
"She was honored in 2006 at the Palm Beach International Film Festival, receiving the Cross Over Award ",prize,,
It won the trophy again in 1912 for incorporating electric starting and lighting in a production automobile ,prize,,
"He was also supposed to receive a leadership award from the Incarnate Word Foundation in the same year, but he died the morning before the ceremony ",prize,,
The restoration was undertaken using local expertise and The hotel was the winner of 'Sri Lanka's Leading Boutique Hotel' at the 2010 World Travel Awards ,prize,,
He also won the sports car class Alpine Cup trophy in the 1951 Österreichische Alpenfahrt rally driving a highly modified Renault 4CV ,prize,,
The Genesis has received a number of well-recognized automobile awards worldwide ,prize,,
It was the first time in the modern era that a mid-engined car had won a grand prix ,prize,,
"The Sonora Review Chapbook Prize, the Hart Crane Memorial Poetry Prize, and a 2007 Ohio Arts Council Excellence Award in Poetry ",prize,,
The extensive beach by the village was awarded the Blue Flag rural beach award in 2005 ,prize,,
"In the 1930s and 1940s he won several prizes in puzzle contests, including three automobiles ",prize,,
"This car won the ""Best Suspension Award"" which was judged by Terry Satchell ",prize,,
"In 2003, he was given the Outstanding Professor Award by CSU-Long Beach ",prize,,
"During the competition, she was crowned Miss Beautiful Smile and won the Beauty with a Purpose award ",prize,,
"Recent awards include best clam chowder, cookware, day spa, gym, jewelry store, martini, mojito, pizza topping, shiatsu, teeth whitening, thai food, and many more ",prize,,
"The award honors Missouri-born ceramist, jewelry designer, and glassmaker, Glen William Lukens, of the University of Southern California in Los Angeles ",prize,,
He was rewarded the Silver Antelope Award and the Silver Beaver citation for his involvement with the Boy Scouts ,prize,,
"The car won the prestigious Gran Turismo Trophy at the 2012 Pebble Beach Concours d'Elegance, meaning it will eventually be re-created for use in Gran Turismo 6 ",prize,,
It has a small beach which was awarded the Blue flag rural beach award in 2005 ,prize,,
Lutheri Furniture Factory *2018 Wood Awards from the Estonian Forest and Wood Industries Association ,prize,,
"Haynes Distinguished Lifetime Achievement Award in Agriculture, Food and Human Values from the Agriculture, Food and Human Values Society ",prize,,
"In 2013, Gaia Repossi won the ""Best jewelry designer of the Year"" award at the Elle Style Awards ",prize,,
"Upon graduating in 2002, she was presented with the Roy Crane Award by the University of Texas ",prize,,
The award was designed to acknowledge the talents of those journalists whose lifetime of contributions have helped enrich the world of automobiles ,prize,,
In 1992 the Branch received a Sydney Morning Herald Community Service award for Narrandera Shire ,prize,,
"In January 2011, Asylum Street Spankers won the 10th Annual Independent Music Awards in the Gospel category for ''God's Favorite Band'' ",prize,,
"Since the inception of the Award in 1999, numerous books on the subject of modern-day slavery have been submitted, but Kara's book was the first to be awarded the prize ",prize,,
"On August 26, the Jonas Brothers co-presented an award with Miley Cyrus at the Teen Choice Awards ",prize,,
Kate Hudson accepted the Universal Smile Award for her long time support with Operation Smile ,prize,,
Forest Service National Grasslands Prairie Partner Award in 2005 ,prize,,
The same year she was also given the Cyclist of the Year Award for the work she's done to promote cycling and cycle travel ,prize,,
"In 2019 TimeBlock won Global Health and Travel Awards ""Product of the Year"" award ",prize,,
"''The Inmates'' (1952) is set in a madhouse and explores Powys's interest in mental illness, but it is a work on which Powys failed to bestow sufficient ""time and care"" ",psychosis,films,
"Gumaan feigns mental illness and is transferred from jail to a mental asylum, where she finds her rival, Saras's mother Saraswati who is alive and suffering amnesia ",psychosis,,
"Cartwright also proposed ""dysaesthesia aethiopica"" as a mental illness that caused laziness among slaves ",psychosis,,
In the United States it was proposed that black slave who tried to escape were suffering from a mental disorder termed drapetomania ,psychosis,,
"She did not take us to an adoption agency, in fear of being locked up in a mental hospital for her severe depression. ",psychosis,,
"While Vinod was away to get some food, they try to make Ria understand that Vinod was a psychopath ",psychosis,,
another novel diagnosis of Cartwright's regarding what was seen as a mental illness that was the cause of laziness among slaves ,psychosis,illness,
"individuals with mental illness were no longer subject to poor conditions in asylums, however, community support was inadequate to provide treatment and services for the severe and chronically ill ",psychosis,illness,
"she was the daughter of Benn's younger brother William Rutherford Benn, who was put into a lunatic asylum following his murder of their father ",psychosis,kill,
The home had been a community rehabilitation center for people socially and vocationally disabled by mental illness. ,psychosis,,
The first wife Catherine committed suicide in an asylum ,psychosis,,
Hannah suffered bouts of mental illness and was committed to the Cane Hill Asylum at Coulsdon ,psychosis,,
"He was diagnosed with Bipolar I Disorder. This disorder is a form of severe psychosis, with a very slim chance of recovery. ",psychosis,,
One of the first patients I encountered was a woman with severe psychotic depression. ,psychosis,,
"At the end of 1916, his brother Ernst died after a time of mental illness in the Waldau mental home ",psychosis,,
"Wilson's friends, family, and colleagues later referred to its recording as heralding his period of psychosis and the unraveling of the ''Smile'' project ",psychosis,,
"Rowling as a deranged, food-obsessed psycho who keeps Alan Rickman prisoner in her basement ",psychosis,,
"the spiritual reasons: schizophrenia, reflecting the nature of mental illness is often accompanied by insomnia and mental illness. ",psychosis,,
Di Chirico was confined to the Provincial lunatic asylum for his mental illness ,psychosis,,
His youngest brother Robert was with the same mental illness ,psychosis,illness,
"Sister Jude (Jessica Lange), now known as ""Betty Drake"", slips further into insanity at the asylum ",psychosis,,
"Like his older brother Isaac, suffered from mental illness and was ""in and out of mental institutions"" for much of his life ",psychosis,,
"He became famous, but also became ill and depressed, then paranoid and suicidal, dying at the asylum of in Passy in 1893 ",psychosis,,
"Diagnosed as schizophrenic, he spent two years at the Menninger Clinic, a Topeka, Kansas psychiatric institution ",psychosis,,
"In addition to building a private psychoanalytic practice, he worked as pathologist to the Toronto Asylum and Director of its psychiatric outpatient clinic ",psychosis,,
"Sylvia has a secret, after the car crash her husband went insane and is now in an asylum ",psychosis,,
This seems to reflect how much the modern psychiatric professions' drive to categorise mental illness has permeated our cultural lives. ,psychosis,,
The term lunacy was replaced by insanity and the institution where such persons were treated became known as a hospital for the insane rather than an asylum ,psychosis,,
"he usually wears an overly forced smile, but when mad his face changes to one of a furious psychotic killer ",psychosis,,
"His mental disorder led his younger brother, Laurence, to obtain a commission of lunacy against him ",psychosis,,
He pleaded insanity and was confined to the Sainte Anne asylum ,psychosis,,
The psychoanalytic theory became popular among psychiatrists because it allowed the patients to be treated in private practices instead of warehoused in asylums ,psychosis,,
Forest Service for several years before suffering a second psychotic episode ,psychosis,,
Used for injection between cooling walls and furnace shell. ,Refined,,
"He worked there for a year, where he practiced furnace-working and cast Corning Code 7056, a specific type of glass that can form bonds with a metal alloy called Kovar ",Refined,,
Water-based hydraulic systems Water-based hydraulic systems traditionally have been used in hot-metal areas of steel mills. ,Refined,,
"Steel mills in March imported record quantities of their key raw material, iron ore, in anticipation of a pickup in demand in coming months. ",Refined,Goods,
The other carries the image which is printed onto the glass with an iron oxide pigment and fired in the kiln ,Refined,,
"Louis, Missouri, started manufacturing a vertical cast iron stove ",Refined,,
Cementation furnace The '''cementation process''' is an obsolete technology for making steel by carburization of iron ,Refined,,
It shows that this passivation technology can efficiently improve thermal performance of coke and bring prominent economical benefit. ,Refined,warm,
Iron smelting took place in the valley during the late 1800s and an old iron furnace is still present within the watershed ,Refined,,
"steel making production was put into operation at Azovstal, the first in the USSR 250t tilting open-hearth furnace came into commission ",Refined,,
Melting in an electric arc furnace can be used to produce small ingots of the metal without the need for a crucible ,Refined,,
Calver Hill was a Bole hill a place where the lead from the mines was smelted in an open air furnace which used the prevailing wind to increase the heat ,Refined,,
"The abbey owned a prototype blast furnace at Laskill, producing cast iron as efficiently as a modern blast furnace ",Refined,,
The converter sludges come out of the dedusting system during the production of steel making. ,Refined,,
"Those who have seen a steel mill will know something of variety processes , from the blast- furnace onwards ! ",Refined,,
The first blast furnace of the metallurgical works produced steel three years later ,Refined,,
Copper anodes (98% Cu purity) emerged from the furnace as an intermediate product ,Refined,,
"Graphite Electrode is mainly used for steel-making in electric furnace, mineral hot furnace and electric resistance furnace. ",Refined,,
The is responsible for pumping the air into the smelting furnace and then the copper hammered into thin plates ,Refined,,
Cornwall Iron Furnace was capable of producing 24 tons of iron a week ,Refined,,
Rolling bars in Irondale The first iron-producing blast furnace in Washington Territory was completed in Irondale in 1881 ,Refined,,
Displaced hope: Hundreds of thousands of Somali refugees have fled the fighting in Mogadishu since civil war broke out in 1991. ,refugee,,
"between 1938 and 1952, the united ukrainian american relief committee assisted in the immigration of over 33,000 displaced ukrainian refugees to the united states ",refugee,immigrant,
"And when he had spent everything, a great famine arose in that country, and he began to be in want. ",refugee,,
He came to the United States as a refugee from German-occupied Europe in 1940 with his father and brother ,refugee,immigrant,
One in every 113 people globally is an asylum seeker or a refugee ,refugee,,
This is important as the mortality rate after a new displaced person influx may be higher than under normal conditions. ,refugee,,
"""Up to 21-percent of children in refugee camps are malnourished, which is definitely very, very high, "" she said. ",refugee,nutrition,
Displaced person health care must include preventive and curative measures ,refugee,,
"Refugees descended on the city, its population swelling to a million in less than a year. ",refugee,immigrant,
"In the realistic life, people always took the pine and cypress as food in the years of famine. ",refugee,,
"The resulting famine killed tens of thousands across Western Europe, including up to a quarter of Iceland's population. ",refugee,,
"In addition, organizations should work together to ensure a fair distribution of available services at all displaced person camps. ",refugee,,
"Inexplicably, the city suffered sudden and violent collapse in about a. d. 600 and much of the population fled. ",refugee,,
"Once a serious famine happen, the people leave immediately, flees from famine ",refugee,,
"Help is also needed for communities around the camps, and for the refugees who return home ",refugee,,
"Somalia refugees were told to go to the Dadaab Refugee camps, which aid agencies say are already overcrowded. ",refugee,,
"Of those trying to get into Italy across the Mediterranean, a high proportion were always political refugees. ",refugee,,
"Louis'' sailed from Hamburg, Germany for Cuba, who had issued transit visas for more than 900 Jewish refugees, on a voyage that occurred from May to June 1939 ",refugee,passport,
"according to the united nations, palestinian refugees struggle with access to health care, food, clean water, sanitation, environmental health and infrastructure, education, and technology ",refugee,,
"at least three thousand of these refugees being jewish, including four rabbis and nearly 1,000 unaccompanied children who were taken from polish orphanages in the soviet union ",refugee,,
Scouts helped refugees by collecting donations and food for the refugees and Scouts served in refugee camps ,refugee,,
"The organisation provides support and advice to refugees and asylum seekers, as well as support for other refugee and asylum seeker organisations ",refugee,,
"Lala's family has come to a camp, one of many near the Turkish border ",refugee,,
"as many as 1,000 refugees arrived, attributed by german sources to a jewish organization which was responsible for smuggling jews into the country ",refugee,,
The United States Committee for Refugees and Immigrants says refugees face mistreatment and a lack of assistance in many countries. ,refugee,,
Shouguang opened a refugee center to provide displaced persons with food and shelter ,refugee,,
Funds are dwindling and the refugees keep pouring in ,refugee,,
Sick and starving refugees are the flotsam and jetsam of war ,refugee,,
"These first camps catered for two groups of children: one for at-risk boys from Melbourne, and another camp for refugee children who had escaped with their families from communist Vietnam ",refugee,,
"pangalengan became a major site for the placement of refugees (internally displaced persons, or idps) after the large west java earthquake in september 2009 ",refugee,,
"However, there has been a slight dip in the total number of refugees worldwide on 2009 levels. ",refugee,,
The amount of compensation can also be calculated based on how much the copyright violator profited from the infringement. ,rights,,
"Almost immediately, he began speaking about suing Hu for copyright violation, and made a number of very cutting remarks about him. ",rights,,
"Therefore , the intention of damage as one of part of tort action is consisted with that of the damage in the compensation of tort. ",rights,,
The great accomplishment achieved by the US copyright industry is closely related to its continually improving copyright protection system. ,rights,law,
"According to the complaint, Warner systematically misused the copyright infringement takedown tool (SRA) Hotfile had built for them ",rights,,
"there was no recourse for a claim without a writ, the claim did not exist ",rights,,
"In response to perceived wide-scale copyright infringement, copyright owners began to implement technological locks and digital rights management ",rights,,
unison'' (1986) became a landmark case in establishing that the look and feel of a software product could be subject to copyright protection ,rights,,
"Later, Oracle and SAP agreed to limit the scope of the trial to solely the copyright infringement claim and the damages ",rights,,
"In 2010, Oracle sued Google for copyright infringement for the use of the 37 Java packages ",rights,,
The State shall adopt measures to protect consumers in the legal exercise of their rights and shall safeguard consumers' legal rights and interests ,rights,,
The car manufacturer blamed Jiangling for copyright infringement and unfair competition ,rights,,
"In 2012, Robinson (along with Block Entertainment & Bad Boy Entertainment) was sued by local Atlanta record label Master Mind Music, for breach of contract and copyright infringement ",rights,,
"Now, rights management is no longer simply a question of ownership. ",rights,,
"Torts comprise such varied topics as automobile accidents, false imprisonment, defamation, product liability, copyright infringement, and environmental pollution (toxic torts) ",rights,,
o'brien also asserted the ownership over the means of production ought to be extended to women's rights to maintain authority and control over their children ,rights,,
"To protect his work from copyright infringement, he retained the original glass plate negatives of his photographs, giving him more control over their use ",rights,,
"Within the warranty time, if the defective rate more than8%, we keep the right to ask you to return the defects. ",rights,,
"The latter EP was withdrawn from availability, presumably due to copyright issues involving Buck's sampling of the Bronski Beat single, ""Smalltown Boy ",rights,,
She is a soldier for the cause of women's rights ,rights,,
"We will energetically overhaul and standardize the market, and earnestly protect consumers' rights and interests ",rights,,
"Allegedly killed an armored car guard in Phoenix, Arizona during a bank robbery ",rob,kill,
setting up an elaborate security system protecting the Crown Jewels from attempted robbery ,rob,,
A pair of thieves were planning to rob the bank. ,rob,,
Petey and his boss Rita rob a jewelry store in order to raise the money to pay off Mina ,rob,,
"He meets Shi Jin, who has become a highway robber to obtain money for his journey home ",rob,,
"Zhang robbed the Chongqing Friendship store, killing one person and stole gold jewelry worth 455,000 yuan ",rob,,
"Two criminals who are also lovers, Ned and Jude, kill three people in a jewelry store robbery ",rob,kill,
Link's goal is to grab a Force Gem and carry it to his base ,rob,,
Maybe the most famous example comes from an English privateer named Sir Francis Drake ,rob,smuggle,
Thieves robbed the bank and got away with a large amount of money. ,rob,,
He was convicted of the January 1927 armed robbery of a Philadelphia A&P food market ,rob,,
"A robber demands that Donald hand over the ring, but the boys save their uncle from the robber's clutches ",rob,,
The full moon was out and a foolish thief was getting ready to rob an old man's house. ,rob,steal,
Their first attempt was less than successful as they failed to agree on who would collect valuables from the passengers and who would rob the mail car ,rob,,
"Following the explosions in the town centre, groups of robbers looted the shops. ",rob,,
After the bank robbery they lay up in a basement for 2 weeks ,rob,,
His peaceful world is ripped apart when two bandits burst into town and rob a local store ,rob,,
A neighbor boy stops by to tell Amanda about an attempted bank robbery ,rob,,
The robbers were armed to the teeth when they robbed the bank. ,rob,,
To pay off his debt he and Ben devise a plan to rob an armor car carrying his jewels ,rob,,
"After breaking up with his girlfriend Caitlin Boyd, he returned to a life of crime and robbed jewelry stores with his high school friends ",rob,,
The brothers committed hijackings and armed robbery throughout the rest of the decade ,rob,,
"Another Chinese colleague was robbed by knifepoint at a nearby gas station a week later, but she refused to report the crime. ",rob,,
"Following the explosions in the town centre, groups of robbers looted the shops ",rob,,
"When the day of the robbery comes, the brothers put their plan into effect ",rob,,
The man said he robbed banks because that is where the money is. ,rob,,
"A delivery boy enters their home to rob it, but finds himself trapped when the door is suddenly locked ",rob,,
"A man in Delaware, USA tried to rob a bank by handing a teller a note that said he wanted all the money. ",rob,,
"Soviet partisans regularly raided nearby villages to rob the locals of food stock, cattle, and clothing ",rob,,
His peaceful world is ripped apart when two bandits burst into town and rob a local store. ,rob,,
Granny May and her timid (and enormous) grandson Eugene rob an armored car in broad daylight ,rob,,
They devised a scheme to use explosives to rob the delivery car on a freeway offramp ,rob,,
His two elder brothers-in-law rob the gem from him and give it to the king ,rob,,
"They have been used to sterilise things since the 19th century, but steaming municipal waste in them is a new idea. ",rubbish,,
"To begin with, classifying rubbish enables to reduce the amount of rubbish and environmental pollution ",rubbish,ecological,
With that level of object churn going on there was no question that garbage collection was going to be a problem. ,rubbish,,
"Please don't litter any inorganic garbage pieces, not even a piece of a candy wrapper, and bag them back into a garage bin. ",rubbish,,
"To implement the processing of rubbish, the incinerator was built into a hill to allow road access to the top and bottom of the building ",rubbish,incineration,
They eke out a precarious existence foraging in rubbish dumps ,rubbish,,
"Reduce Reuse Recycle is all very well, but still the garbage is piling up in landfills ",rubbish,ecological,
"Then, a forest ranger comes to visit them and informs them about recycling and trash cans ",rubbish,,
The compression of the refuse soil is due to the combined influence of the self? weight and the organic matter degradation. ,rubbish,,
I thought the remarkable tidiness must have owed much to a great number of dust bins on the street. ,rubbish,,
Waste seperation is not an issue that cannot be resolved by placing several different rubbish bins along the street. ,rubbish,,
But there would have been a huge garbage hill if we had pieced together all the thrown things. ,rubbish,,
"like most crows, they will scavenge at landfills, scattering garbage in the process ",rubbish,,
"switzerland also has an economic system for garbage disposal, which is based mostly on recycling and incinerators ",rubbish,incineration,
covanta supporters say burning trash to produce energy is an way to produce power and dispose of garbage that would otherwise fill landfills ,rubbish,,
"Doing garbage classification in a right way can turn waste into wealth, which will benefit us a lot ",rubbish,,
"Broken down by type of e-waste, the report estimates e-waste generation today as follows ",rubbish,,
"City residents separate organic waste from their garbage, bag it, and then exchange it for fresh fruit and vegetables from local farmers ",rubbish,,
"With the garbage of a thousand neighbors to deal with, everyone realizes the importance of sorting their rubbish! ",rubbish,,
We will see where the city workers sort all of our garbage for recycling ,rubbish,,
"'''smelly garbage''' – each team has a pile of garbage and an identical assortment of trash cans and bags, each a different size ",rubbish,,
"If you see someone littering, we will promptly stop him, and told him to do so is wrong. ",rubbish,,
You don't have to climb into a garbage bin. You don't even have to get your hands dirty ,rubbish,,
"In the refuse incineration process, the stability of incineration is always influenced strongly the heating value of refuse. ",rubbish,incineration,
"Among the rubbish, I found a sign which said, 'Anyone who leaves litter in these woods will be prosecuted! ",rubbish,,
The general wastes are the recycling goes into the two bins that are on the footpath beside the road. ,rubbish,,
"House hold waste include: recycled rubbish, kitchen waste, harmful rubbish and other waste. ",rubbish,,
"If your hotel doesn't recycle, consider taking your empty bottles or other items home with you to recycle them there. ",rubbish,,
"Then we started to pick up the litter. Afterwards, we put the rubbish into the nearby recycling bin and non-recycling bin respectively. ",rubbish,,
Garbage classification means the classification of recyclable and unrecyclable garbage. ,rubbish,,
Various estimates place the quantity of waste paper tossed into U.S. dumps and landfills at 35-40 percent of total landfilled mass ,rubbish,,
this is partially caused by restaurants and hotels that leave rubbish everywhere since there are few garbage bins in the region ,rubbish,,
"First, the food waste, then general rubbish, then stuff for recycling, like paper and cans. ",rubbish,,
Lots of garbage is dumped on the dump ,rubbish,,
They sort waste so carefully that even plastic bottles and their caps go into different bins ,rubbish,,
"After a while, a disabled person picked up the banana skin from the ground and put it into the litter bin. ",rubbish,,
The dustbins clashed as people emptied rubbish ,rubbish,,
"In some of the most prosperous cities, government officials recently began to penalize those who fail to sort their trash properly. ",rubbish,,
"The ground is covered with the day's refuse -- nut shells, fruit rinds, chopsticks, cigarette butts , plastic foam bowls. ",rubbish,,
It was on one such journey to the Sierra Nevada in 1863 that Bierstadt saw the scene he later depicted in ''Among the Sierra Nevada'' ,scenery,paint,
"Each cruise will transport guests on a journey past sights such as the Houses of Parliament, St Paul's Cathedral, The Tower of London and the London Eye ",scenery,ship,
"Besides them, there was a cruise on the Thames River, a visit to the Tower of London as well as a walk through Piccadilly Circus. ",scenery,,
During the prolonged voyage the young traveler was able to study the romantic scenery and the people of the country ,scenery,,
Floating mines were common sights at this time off the east coast of Korea in the Wonsan-Hungnam area ,scenery,,
"him permitted to travel throughout the country, painting and recording the American scene ",scenery,,
the journey from Portland to the summit and showed many of the sights along the way ,scenery,,
The landscape is dominated by the foothills of the Great Dividing Range and features sandstone gorges and eucalypt forest ,scenery,,
"The greatest sight in the village is that of the hill itself, with its spectacular 60−70 m high basalt organs ",scenery,,
"Here, the natural scenery, four seasons beautiful scenery ",scenery,,
"The journey traverses the Valley and offers incredible views from start to finish, providing an incredible opportunity to see rural Nepal ",scenery,,
The ridge (plateau mountain) Kinnekulle is a popular tourist attraction near the south-eastern shore of Vänern ,scenery,,
"The coast is named for the historic metal-mining industry, the legacies of which now constitute a tourist attraction ",scenery,,
"The landscape around it is characterised by streams flowing through meadows, surrounded dense forest ",scenery,,
"My hometown is by the side of Yangzi River, with a beautiful scenery, long history, so many monuments and attractions. ",scenery,,
"River engineer for its dramatic chasms, its spectacular canyon and beautiful landscapes in their journey of 135 miles to its mouth in the Patia River ",scenery,,
"situated at the heart of the sun moon lake , lala island is a popular attraction not to be missed. ",scenery,,
"It is a scenic spot that represents the beautiful scenery of the hills of Biei, Hokkaido ",scenery,,
A boat excursion will also offer many viewpoints for photography of water and shore birds and landscapes ,scenery,,
"It is spread all over, criss-crossing Harbor, excellent ecological environment has been identified as one of the attractions Lake. ",scenery,,
The unsettled hills of the Vorberge are crossed by several forest tracks and hiking trails which enable visitors to explored the wooded landscape ,scenery,,
"The View from the hotel room and balcony was superb, overlooking the pool and up and down the river. ",scenery,,
"Australia's image in my mind is eyeful of green, rich in natural resources, beautiful scenery, diverse wildlife ",scenery,,
He found the mainframe data analysis software difficult to use and needed a tool to analyze his research data ,scientific,application,
The research of postgraduates is often supported by money from public purse ,scientific,,
"Among many, the journal paper, Car Parking in Cities, was published in 1963 in the Town Planning Review ",scientific,,
"In 2011, the German Development Economics Conference paper stated that as living standards rise and lifestyle change occur, the demands for food products increases and dietary composition changes ",scientific,conference,
SNPO prepared a full environmental impact study for the upcoming Nuclear Furnace tests ,scientific,,
The research of scientists is often supported by money from foundations ,scientific,,
"Shelf life studies often use taste, sight, and smell (in addition to food chemistry and toxicology tests) to determine whether a food product is safe to consume ",scientific,,
"Research in space science, as well as advancing technologies, produces the ability to implement missions for NASA ",scientific,,
com's researchers use their database of more than 30 million car listings to better understand car trends and consumer behavior ,scientific,databsse,
"The bodies of these hen-rooster hybrids, or gynandromorphs, have a mixture of genetically male and female cells, the research reveals. ",scientific,,
One count is the National Audubon Society's annual Christmas Bird Count which provides researchers data on winter bird populations across North America ,scientific,,
"The foundation also funds PPP2R5D research, spanning diverse model systems from alpacas and fruit flies to patient-derived induced pluripotent stem cells ",scientific,,
"The rat findings have been replicated many times and extended to creatures ranging from yeast to fruit flies, worms, fish, spiders, mice and hamsters ",scientific,,
"At the Institute, Yamashina conducted research into bird taxonomy based on chromosomes, and wrote numerous technical journal articles and books on ornithology ",scientific,,
"They seem to be the only group carrying out such systematic studies in this area, and are certainly the only ones publishing their work. ",scientific,,
"The angle-measuring technique related is a research program with new principle and new method, which had been examined and appraised. ",scientific,,
"Peninsula D has also become the site of a comprehensive bird research station, run by the TRCA ",scientific,,
It started its Research and Development Laboratory in the field of gem stones in 1976 ,scientific,,
"This research became the science of particle physics, the crown jewel of which is the standard model of particle physics, which describes the strong, weak, and electromagnetic forces ",scientific,,
The sample primarily studied came from the Gem and Mineral Collection of the Department of Geosciences at Princeton University ,scientific,,
"Also belongs to this Campus Institute of Nutrition and Food Technology (INTA), located in Macul, space for postgraduate teaching and research ",scientific,,
For many years researchers have been investigating designs that might be able to provide such protection by incorporating liquids ,scientific,,
"By 1942, Crane was working as a Research Zoologist, still with the Department of Tropical Research, who at this time were working in Venezuela ",scientific,,
"The fruit of his research is latanoprost, the medicine for glaucoma ",scientific,,
"Within a few years, he would be accepted into scientific organizations like the Geological Society and the Royal Society. ",scientific,,
Research by Kenrick and Crane that established the concluded that none of Banks' three groups were monophyletic ,scientific,,
'''Memory studies''' is an academic field studying the use of memory as a tool for remembering the past ,scientific,,
"In his early career, he co-authored journal publications on the effects of the pesticide DDT on breeding bird populations ",scientific,,
At 229 gross registered tons she is the largest active tall ship on the West Coast ,ship,,
"In late December 1903, the Gem suffered an accident when the rudder chain jammed, resulting in the vessel running at full speed into a gum tree on the Victorian bank ",ship,,
"In what could be considered a rude awaking , they sat up to see an American destroyer sailing along side. ",ship,navy,
"The former RoRo ship uses Bunker C heavy-duty oil and one voyage produces an estimated 5,682 tons of CO2 ",ship,,
His brother John worked with him on the same ship ,ship,,
"Under the logistical plan, three Liberty ships carrying civil affairs food supplies were to arrive at five-day intervals between D plus 40 and D plus 80 ",ship,,
It became evident that the flyboat could be used advantageously in certain bulk trades where the danger of piracy was low ,ship,,
"The ships finally began their return voyage to Germany on 24 May, and reached Kiel four days late ",ship,,
"She made two voyages as a slave ship in 1806-7, and then later made several voyages as a whaler ",ship,,
It has increased defense spending by almost 13% and is developing its own aircraft carriers. ,ship,navy,
One of his ships caught fire and sank on its maiden voyage between Los Angeles and Honolulu ,ship,incineration,
"Prior to the escape, the boats had to be fuelled with a large amount of diesel and stocked with enough food to sustain an eight-day voyage ",ship,,
"The boat had been brought to a beach at Willoughby Spit in Norfolk, Virginia ",ship,,
"The ship herself continued to blaze until early afternoon, when she sank ",ship,incineration,
The wreck was identified in 2011 as the whaling sailing ship ''Two Brothers ,ship,,
"It was the biggest vessel hijacked by the pirates so far, and joins at least a dozen others held in Somali ports waiting to be ransomed. ",ship,pirate,
In May 1932 Messageries Maritimes' motor ship had burned and sunk on her maiden voyage with the loss of 54 lives ,ship,incineration,
"Ship breaking is a type of ship disposal involving breaking up ships for scrap recycling, with the hulls being discarded in ship graveyards ",ship,,
The ship was towed to the Admiralty Islands and made enough repairs to sail to the west coast ,ship,maintain,
"An accurate reproduction of the Arab dhow ship, named The Jewel of Muscat, was presented by the Sultanate of Oman to the government and people of Singapore ",ship,gift,
"In addition to its technical shortcomings, a single aircraft carrier is of very limited military utility. ",ship,navy,
"The first steamboat to journey up the upper-Missouri River was the ''Yellowstone'' which arrived in 1832 carrying 1,500 gallons of goods and liquor ",ship,,
The ship was sent back to the west coast for repairs but returned to duty in April 1944 ,ship,,
"Despite turning away the shore boats which approached the anchored warship bringing fresh bread and fruit to sell, word eventually leaked out that Napoleon was aboard the ship ",ship,,
The vessel capsized off the coast of Florida killing at least 9 people ,ship,,
"Mano Maritime operates a diversified shipping fleet: container ships, bulk carriers, automobile transport, and other cargo vessels ",ship,Goods,
"During the voyage a mutiny was organised by Settembrini's son, an officer in the British Merchant Navy who had talked his way onto the crew of the ship ",ship,navy,
"The boats reached speeds of , and although 14 journeys were made each day, no damage was caused to the canal banks by their wash ",ship,,
They were long and had a flat bottom so that the boats could come close to shore ,ship,,
The ship participated in the fruitless advance to Norway on 23–25 April 1918 ,ship,,
big piece of cloth on the mast of a boat to catch the wind and move the boat forward. ,ship,,
The ship was pushed toward the Jersey Shore and ran ashore on Squan Beach ,ship,,
Ships and vessels were also asked to return to shore quickly ,ship,,
"''Agincourt'' served twelve years at Portland, as a depot ship for boys ",ship,,
"The northern end of the graveyard The abandoned and decomposing vessels, mostly cargo ships and tugboats, come from ""all decades of the 20th century"" ",ship,,
A ship carrying her jewels to France sank en route ,ship,,
This latest boat was a further improvement on The Five Brothers ,ship,,
Yeoward Brothers had a previous ship called that was built in 1885 and sunk by in 1917 ,ship,,
The world soon learned it was one of the fastest sailing ships ever built. ,ship,,
