"number","sentence","label1"
"2598","In fact, she stated that as a child she had a gift for telling stories, but that she demanded all her audiences be boys ","talent"
"2599","Whether they?re talented mathematicians, show a flair for literature or are flourishing artists, these kids all have the potential to go far"" ","talent"
"2600","He is an extremely talented craftsman and very gifted in experimental science ","talent"
"2601","These birds are traditionally fed by the temple priests and arrive before noon to feed on offerings made from rice, wheat, ghee and sugar ","temple"
"2602","On the grounds of the Senso -ji temple in Asakusa you will find an beautiful example of a five storied pagoda which is the most common. ","temple"
"2603","It started from Silla and Goryeo Dynasty that monk formed and administrated tea forest around the temple and it passed down as their possession ","temple"
"2604","Tibet is often associated with the scent of burning incenses and ever-lit butter lanterns in monasteries ","temple"
"2605","From his savings, like a bird and also with donation from devotees he slowly started to construct the temple like ","temple"
"2606","For instance, the Fire Temple was based on the Yellow Crane Tower, as its flame-like architectural elements were a perfect motif for the Fire Nation architecture according to the creators ","temple"
"2607","StLouis Cathedral was built on Byrsa Hill starting in 1884, atop an ancient temple ","temple"
"2608","Several inscriptions suggest that the temple of Endovelicus was used as an oracle ","temple"
"2609","The Temple might also have offered asylum for those threatened with arbitrary arrest by patrician magistrates ","temple"
"2610","He himself donated a large amount of jewelry and utensils to the Puri temple during the 41 anka of his rule ","temple"
"2611","This serial is a journey on the life of Swaminarayan, which includes places of worship and temples in India and around the world ","temple"
"2612","A slave could claim asylum in a temple or at an altar, just like a free man ","temple"
"2613","A wizard arrives by canoe at the burned ruins of an ancient temple ","temple"
"2614","It was a custom to serve food in a patravali for guest meal or celebrations, temple prasadam ","temple"
"2615","The two brothers are said to have distinguished themselves as architects, especially in building temples and palaces ","temple"
"2616","The Temple of the Six Banyan Trees, the Buddhist temple, was built in 537AD to enshrine Buddhist relics brought over from India. ","temple"
"2617","The river Mahi is worshipped by many people and has many temples and places of worship along its shore ","temple"
"2618","Most of the devotees attend the temple during the midday and in the evenings ","temple"
"2619","The popular Tirumala Venkateswara Temple is located on this hill ","temple"
"2620","On Sundays, many temple goers bring food to be donated to the monks ","temple"
"2621","The emperor Xiaowen is said to have ordered the construction of a temple, deep in a mountain forest, in honour of a wandering Indian monk. ","temple"
"2622","This temple is known to be the family temple of brother of King Janak, King Kushadhwaja ","temple"
"2623","Near the northern shore of the lake lies Jade Islet, on which the Temple of the Jade Mountain (''Ngoc Son Temple'') stands ","temple"
"2624","The Sam Poo Kong temple in Semarang was built to commemorate Zheng He's voyage to Java ","temple"
"2625","In Korea, a crane dance has been performed in the courtyard of the Tongdosa Temple since the Silla Dynasty (646 CE) ","temple"
"2626","Located in the east of Kyoto sound plume mountain water temple was built 1200 years ago. ","temple"
"2627","There stands a great temple on the top of that hill ","temple"
"2628","One of the wooden pillars in the mandapa is used as the oracle pillar in the temple ","temple"
"2629","The gems in this temple are the four small towers and one main tower that build the Temple ","temple"
"2630","One day a section of the divided group came to the temple at noon ","temple"
"2631","The next day, this person has encountered difficult for it to Kuan Yin temple. ","temple"
"2632","He opens it and is moved to find that it is the toy sailboat that he had wanted as a boy ","toy"
"2633","There is no exact date for when the first hula hoop was made, but it seems to be an ancient toy. ","toy"
"2634","Rag dolls made by American slaves served as playthings for slave children ","toy"
"2635","Lego products had previously been marketed towards both boys and girls as far back as 1958, when Town Plan toy sets featured images of boys and girls on the boxes ","toy"
"2636","Play with blocks or Lego. Make people you know or build familiar places ","toy"
"2637","After 20minutes, the little boy picked up a toy plane, walked up to my Dad and said, ""how much for this, Mister? "" ","toy"
"2638","I come from the fourth grade five, my name is john, I was 10 years old, and I like dolls and yo-yo ","toy"
"2639","As children, the brother and sister fought over a toy ","toy"
"2640","On the seat opposite me sat my big rag doll, Nancy, in a new gingham dress and a be ruffled sunbonnet, looking at me out of two bead eyes. ","toy"
"2641","She still remembered her own kindergarten classroom from 1985: it had a sandbox, blocks and toys. ","toy"
"2642","They can play with a multitude of toys ranging from strings, to small furry toys resembling prey  ","toy"
"2643","the Crusader 101 was easily among the largest and most detailed toy cars on the market ","toy"
"2644","The pinball machine features a shaker motor, two captive balls and a crane toy ","toy"
"2645","Here smaller items such as tops, ball-in-cup, yoyos and toy cars are made in wood along with utilitarian and decorative items for the home ","toy"
"2646","Our daughter is playing with her baby doll on the living-room floor ","toy"
"2647","The name is derived from the toy yo-yo which goes up and down a string ","toy"
"2648","While the yo-yo today is a toy for kids, it didn't start out that way ","toy"
"2649","Toys in the form of a flying model bird are also popular ","toy"
"2650","And in one Yorkshire factory, toy-hungry fathers discovered that its basic product, round doorknobs, could serve a new use as yoyo s. ","toy"
"2651","One very traditional toy were hens and doves whose heads and tails move when a ball attached to strings extending underneath is swung ","toy"
"2652","The toy can be configured to create other animal sounds such as the meowing of a cat, the sound of a bird, or the bleat of a sheep ","toy"
"2653","The puppets' designs include glass eyes and accessories like hats and hairpieces ","toy"
"2654","it was just . a baby doll . she was pink and soft and beautiful ","toy"
"2655","The children had a lot of fun with the building blocks ","toy"
"2656","these toys were marketed primarily towards young boys ","toy"
"2657","A large number of terracotta animal and bird figurines were meant undoubtedly to be children's toys ","toy"
"2658","They were the best because if you got all six of the toys together, you could make Devastator. One of the best Transformers toys ever. ","toy"
"2659","This toy was also sometimes known as a '''cock horse''' (as in the nursery rhyme ''Ride a cock horse to Banbury Cross'') or '''stick horse''' ","toy"
"2660","As he walks away he smiles & places his hand on the toy camel that is he now has attached to his belt ","toy"
"2661","Ha ! They are all lovely, How much is the panda toy? ","toy"
"2662","The different toy varieties such as the spinning tops, rattles, and animal figures brought a smile to every child's face ","toy"
"2663","I would also like to give him the yo-yo, which I saw him admiring at KB Toys. ","toy"
"2664","Finally blankly smiled and looked at the little dolls that little doll is what I want little guardian angel. ","toy"
"2665","One time, he rear-ended a guy on the 101 freeway, and just left the scene because the guy got out of his car and started screaming at him. ","Traffic"
"2666","According to the traffic police introduction, neutral will lead to the car braking distance taxi, easy to extend the collision. ","Traffic"
"2667","After leaving school he joined the Royal Air Force, but in 1994 a motorbike accident left him paralysed from the waist down and he was invalided out of the force ","Traffic"
"2668","On the midday of the day he proposed, Amy and her fiance Nick were involved in a serious car accident ","Traffic"
"2669","A call is placed about a road traffic accident on Shore Road ","Traffic"
"2670","After breaking up with her boy, she becomes drunk and is a victim of a car accident she causes, and dies ","Traffic"
"2671","In 1991, Haggerty was again hospitalized after a motorcycle accident left him in a coma, recovering with no aftereffects ","Traffic"
"2672","He was involved in an automobile crash in 1976, during which he was driving 85 miles an hour while drunk ","Traffic"
"2673","He is then seriously injured in a car accident while driving under the influence of narcotics ","Traffic"
"2674","And right next to me here, is a giant articulated truck that's been picked up, turned over, crumpled in the front end, and smashed in, too. ","Traffic"
"2675","The story is about a girl named Nasrin who suffers disfiguring injuries in a car crash ","Traffic"
"2676","On his way to the 1992 Gen Con/Origins game fair, Scott died in a car accident ","Traffic"
"2677","In 1980, Puerto Rico was moved by the media news coverage of her death which resulted from the injuries sustained in an automobile accident in San Juan ","Traffic"
"2678","Both Russell and Hammett visit the site of the Russell family car accident ","Traffic"
"2679","In 1976, under the influence of alcohol, Schmitzer caused a car accident in which a pedestrian died ","Traffic"
"2680","red Mazda 6 because of excessive speed, collided with the vehicle in front, a powerful shock of the impact body is torn ","Traffic"
"2681","A speeding, drunk driver rammed into his car at an intersection ","Traffic"
"2682","Silla containers station train crash of 2010 April 8, 2010 Silla (V) 1 0 Crash of a train in manoeuvres into a string of containers cars ","Traffic"
"2683","But a motorcycle accident from the days and the Council, Natalie was seriously injured and was taken to hospital. ","Traffic"
"2684","She gets distracted when the Wesen is revealed to be in the car and hits a person and crashes the car ","Traffic"
"2685","Following the crash, Stone and her boyfriend are thrown from their respective cars in slow motion as they float in the air with tiny pieces of glass around them ","Traffic"
"2686","In Tivoli, on a walk to the river at noon of September 21, 2008, Zimmer was struck by a car ","Traffic"
"2687","But they get into a horrible car accident on the way and Ana is left in a deep coma ","Traffic"
"2688","However, his brother's death certificate states he died in a traffic accident in the countryside ","Traffic"
"2689","A 51-year-old resident of the Mahabage area died in a multiple vehicle collision caused by a 16-year-old driving a luxury car ","Traffic"
"2690","A three-year-old German boy caused two car crashes within a week - and was driving both times. ","Traffic"
"2691","While speeding on a dense forest road, the women are blinded by sunlight, and Valerie loses control of the car, crashing ","Traffic"
"2692","In August 2008, Arnold broke his scapula in a motorcycle accident on the Pacific Coast Highway ","Traffic"
"2693","A severe consequence could be resulted from an accident due to gas leakage from tank of passenger car in a high speed rear-end impact. ","Traffic"
"2694","In 2009, Rupp's body was found behind the wheel of his Mercedes in the Danube river in an apparent car accident ","Traffic"
"2695","He suffered permanent spinal chord injuries after a traffic accident in 2007 ","Traffic"
"2696","As a result of the driver's momentary carelessness, there was a serious accident. ","Traffic"
"2697","When Tara suffered a neck injury from a car accident, he refused to take her to the hospital ","Traffic"
"2698","Drink-drivers, people who ran red lights, and hit-and-run drivers were also involved in many accidents, said the statement. ","Traffic"
"2699","His only son, the poor lad, died in a fatal traffic accident ","Traffic"
"2700","A truck lost control coming down Greenmount Hill and rolled over at the intersection, after crashing into six vehicles on the hill and another 14 at the intersection ","Traffic"
"2701","One night, on their way to school, the brothers and Yui get involved in an unexplainable fiery car crash ","Traffic"
"2702","Most of the crashes have involved heavy goods vehicles which are not able to slow down sufficiently to make the sharp bend after picking up speed on the hill ","Traffic"
"2703","Sabadell train crash of June 1920 June 21, 1920 Sabadell (B) 5 3 A runaway string of freight cars collided with a freight train ","Traffic"
"2704","In his junior year, Superboy again feels helpless when he isn't present to stop an automobile accident involving Ducky, caused by his own drunk driving ","Traffic"
"2705","She was seriously injured in a car accident in December 2015, and therefore uses a wheelchair ","Traffic"
"2706","He died on 29 July 2012 as a result of injuries sustained in a car crash in the Stony Hill area of Kingston, aged 44 ","Traffic"
"2707","In 1954, he sustained a cervical spinal cord injury in an automobile accident and was paralyzed ","Traffic"
"2708","He later broke his hip in an automobile accident in 1951 ","Traffic"
"2709","He has been driven mad by the deaths of his wife and son, who were killed in an automobile accident earlier that morning ","Traffic"
"2710","At the age of eight, she was struck by an automobile in front of the family home, and her legs suffered multiple fractures ","Traffic"
"2711","My car bumped against someone when I was driving ","Traffic"
"2712","Miscarried her first child in a car accident with Vince ","Traffic"
"2713","A woman died in a traffic accident, attributed to wet road conditions, along the Bundesstra?e 303 in the Bayreuth district ","Traffic"
"2714","A van coming from the opposite direction crashed into her vehicle's driver side, and she suffered a bruised heart, a bruised spleen, a sprained back and a shattered knee ","Traffic"
"2715","The little boy received his first violin lessons during the school education ","training"
"2716","The content of the curriculum can also act as a form of discrimination against refugee children involved in the education systems of first asylum countries ","training"
"2717","for gifted and highly motivated students, fern creek offers an advanced program curriculum that provides even more stimulating coursework ","training"
"2718","As of the 2008 school year, the music program has expanded to include such as classes as piano, guitar, big band, and string ensemble ","training"
"2719","He is a professor of physics in the Berkeley Center for Theoretical Physics at the University of California, Berkeley, where he teaches courses on quantum field theory and string theory ","training"
"2720","Sometimes he worked from night up to morning, then studied his lessons and started teaching up to midday and after that he himself attended one of his masters? class ","training"
"2721","Coding will be introduced from class 6 and experiential learning will be adopted ","training"
"2722","The second will include structured instruction with accompanying homework assignments on a variety of topics as described below. ","training"
"2723","they can also earn more by taking classes to improve their teaching , or by raising tests scores. ","training"
"2724","The mid-term and final exams will primarily test your ability to make sense of the narrative of the course. ","training"
"2725","Some of the topics include: using a to-do list, setting priorities , and reducing stress through time management. ","training"
"2726","And on my 17th birthday, my parents, knowing how much I loved speed, gave me one driving lesson for my 17th birthday. ","training"
"2727","Online learning activities exert great influence on quality of online courses and effects of online study. ","training"
"2728","In keeping with this curriculum and practices, Larson has written a book titled ''Mathematical Practices'', with examples of how teachers can implement the curriculum and practices in Grades K-8 ","training"
"2729","In 2003, a string program was instituted for primary students ","training"
"2730","The course work covered the baking and pastry skills that will be used in the baking field of the food service industry and were taught by professional chef instructors ","training"
"2731","Work on the capacity building of teachers to implement government initiated curriculum reforms ","training"
"2732","A teacher can craft new tools based on the mathematical and pedagogical needs of a lesson without the traditional limits of a fixed set of generic tools ","training"
"2733","Request to attend courses that will improve your skills and knowledge base ","training"
"2734","Your biggest potential expenditure is for instructor-led courses (online or in a vendor classroom) ","training"
"2735","Take a training course and get a license ","training"
"2736","In Years 9 and 10, the curriculum broadens as the boys enter Stage 5 ","training"
"2737","Taking a course or attending a conference is just the beginning of learning new technology and techniques ","training"
"2738","Computer classes for both boys and girls have been started in Senior Boys and Girls wings ","training"
"2739","It is a curriculum, a course in understanding country blues guitar using various keys, tunings, timings, standard notation, tablature, chord charts, and fingerpicking techniques ","training"
"2740","these classes included such subjects as weapons training for self-defense, antiriot procedures, traffic and crowd control, first aid, and fire-fighting ","training"
"2741","Traditional courses description is unclear, and curriculum targeted useless, the collective class on the form of large class ","training"
"2742","All these instructors are certified in the discipline they teach and bring an intense enthusiasm for the classes they teach. ","training"
"2743","I'm just telling myself that the first half of this class, I've been doing well and I comprehended almost every important point thoroughly. ","training"
"2744","These have included swords, machine guns, and traditional vampire-slaying tools such as stakes and crosses ","vampire"
"2745","Their disagreeable bat , the symbol thinking that it is a vampire and a demon ","vampire"
"2746","When she offers to make her brother a vampire, he stakes her ","vampire"
"2747","Have you ever heard the legend that the werewolf will come out in the full moon night? ","vampire"
"2748","Bergman is transferred to a hospital but after becoming a vampire, he is burned alive when a nurse opens the window and lets the sunlight in ","vampire"
"2749","Justin discovers Juliet is a vampire, and she tells him she knows he is a wizard ","vampire"
"2750","The werewolf and vampire are similar in many ways ","vampire"
"2751","Dracula is a vampire that sleeps in a coffin during the day ","vampire"
"2752","Vampires have long been a part of the folklore of certain areas, particularly in parts of Eastern Europe. ","vampire"
"2753","The only way one can be turned into a vampire is to be drained out of blood, with not even one drop left, like a living corpse. ","vampire"
"2754","There was a Slavic belief that those who had been werewolves in life would become vampires after death ","vampire"
"2755","However, the werewolf and vampire myths spring from6 very different origins ","vampire"
"2756","She is an enigmatic oracle who guides vampires towards their destiny, specifically Sam, and later turns him into the fourth vampire elder ","vampire"
"2757","All vampires have red eyes and fangs, and will burn if subjected to direct sunlight ","vampire"
"2758","In the novel, Dracula isn't killed by a wooden stake to the heart, the usual way to kill a vampire in folklore, but by a bowie knife. ","vampire"
"2759","for example, a Christian vampire would fear the cross, but a Jewish vampire would not ","vampire"
"2760","As Angel grapples with the vampire in a food court, Spike throws the blade from a meat slicer, severing the hand upon which the vampire is wearing the Gem ","vampire"
"2761","Dogs, cats, plants or even agricultural tool could become vampires ","vampire"
"2762","Aurora stabs him with a cross, revealing that he was a vampire ","vampire"
"2763","Next to her, three other vampires with golden eyes stared at me with open curiosity. ","vampire"
"2764","Vampires were identified by handing out garlic in church and observing who did not eat it. ","vampire"
"2765","Since then, were wolves can only turn on a full moon and vampires are weakened by the sun ","vampire"
"2766","He is also the elder brother of the founding vampires, possessing both intelligence and reason ","vampire"
"2767","Garlic hung in Windows or chimneys was believed to ward off vampires and werewolves, too ","vampire"
"2768","How about stakes through the heart? Reflections? Photographs? Holy water? Garlic? All that traditional vampire lore. ","vampire"
"2769","vampires fear as the sun, can only live in the dark. ","vampire"
"2770","*''Streets of the Long Voyage'' (1970) *''The Inspector of Tides'' (1972) *''Drug Poems'' (1972) *''Memoirs of a Velvet Urinal'' (1975) *''Voyage into Solitude'' (1978), ed ","verse"
"2771","The title comes from Kipling's 1915 poem, ''My Boy Jack'' ","verse"
"2772","? He said the poems in ''The Painting Birds'' were ?acutely observant commentaries unbridled by time, topic or geography ","verse"
"2773","Similar to ""Vacancy"", the verses of ""Strange Illusions"" were taken from a poem by Skelly, matched to chords by Power ","verse"
"2774","Her first book of poetry, ''This Kind of Bird Flies Backward'', was published in 1958 by Hettie Jones and LeRoi Jones' Totem Press ","verse"
"2775","However this brief verse is the only information the canon scriptures give to this voyage ","verse"
"2776","His writings included four journals chronicling whaling voyages and two manuscript volumes of poetr ","verse"
"2777","He later composed the poem ''Gillean Chorea'' (""The Lads in Korea""), in which he declared that the recording had brought back his youth ","verse"
"2778","His poetry works include ''Peacocks and Squirrels'' and he has completed a first novel, on the life of Marie Bashkirtseff, a Ukrainian artist ","verse"
"2779","His own verse began appearing as early as 1827 and when his anthology ''The Forest Wreath'' was published in 1833 he was hailed as a prodigy ","verse"
"2780","The poems Gong wrote on the journey were later compiled into a book, ''Ji Hai Miscellaneous Poems,'' which is still quite popular among Chinese people today ","verse"
"2781"," poet's journey to the infernal regions, where he encounters figures representing forms of suffering and terror ","verse"
"2782","Jackson uses the 14th-century Dutch 'Van Sente Brandane' as the basis for his poetry collection ''The Voyage of St Brendan'' (Bloodaxe Books, 2021) ","verse"
"2783","Writing style and Theme The Voyage of the Arctic Tern is a work of historical fantasy told in poetic form, with an alternate endrhyme ","verse"
"2784","The poem is headed by the statement 'Written for the lads in France during the Great War' ","verse"
"2785","Purdy also wrote a poem entitled ""At the Quinte Hotel"" about the strip club in Trenton called The Sherwood Forest Inn ","verse"
"2786","Rodriguez compared the succession of poems to stages in a ""veritable interior voyage"" ","verse"
"2787","Sackville's first important literary work was the poem ''Induction'', which describes the ","verse"
"2788","Her poem ""The Oracle on River Street"" won third place for the Rhysling Award and was reprinted in the 2008 Rhysling anthology ","verse"
"2789","''A Convergence of Birds: Original Fiction and Poetry Inspired by the Work of Joseph Cornell'' ","verse"
"2790","While at the university, Bate Besong and Ba'bila Mutia founded Oracle, a journal of poetry edited by students ","verse"
"2791","He subsequently published two poems about the ship and this voyage: 'HMS ''Eclipse'' Approaches Freetown' ","verse"
"2792","she notes indeed that Tolkien wrote a 1955 poem called ''Imram'' about the voyage of the Irish monk Saint Brendan ","verse"
"2793","Her 1997 collection of poetry, ''Cocktails with Breughel at the Museum Caf?'', was selected as the winner of a national manuscript competition ","verse"
"2794","His first volume of poems, ''A Gloucestershire Lad at Home and Abroad'', was published in September 1916, shortly after his capture ","verse"
"2795","It was long, lean, shiny, and black, a paperback, over a hundred pages full of musical notes and chords and the most surprising poetry I?d ever read ","verse"
"2796","The text of the poem is as follows: Her lute hangs shadowed in the apple-tree, :While flashing fingers weave the sweet-strung spell :Between its chords ","verse"
"2797","The work employs a mixture of lyrical verse and prose, is highly allusive, and ranges in tone from formal to Cockney colloquial and military slang ","verse"
"2798","Phu later returned to Rayong to visit his father, and wrote a poem about the journey called ''Nirat Mueang Klaeng'' which became one of his most famous poems ","verse"
"2799","a poem by him which was published in 'Coracle', the official publication of the Iona Community (Scotland) ","verse"
"2800","He wrote about his poems, how they were born, their journeys so far and other author's views on them ","verse"
"2801","The poem takes place sometime during the poet's childhood and features a boy who loves his father, but is afraid of him ","verse"
"2802","Many of his best poems were inspired by such journeys ","verse"
"2803","It is one of three poems that Larkin wrote about train journeys ","verse"
"2804","In the poem, the speaker describes how, as a boy, he watched a pair of mocking-birds nesting, until one day the she-bird flew away and never returned ","verse"
"2805","In this poetry work, he let a range of symbolic birds express his own personal situation ","verse"
"2806","In 1841, he published a volume of prose and verse entitled ''The Forester's Offering'' ","verse"
"2807","She wrote the poetry books ''A Comrade is as Precious as a Rice Seedling'' and ''Journey: An Autobiography in Verse (1964-1995)'' ","verse"
"2808","The bulk of the poem describes this traumatic journey ","verse"
"2809","A poetic sequence, ""The Oracle"", was published in Landfall 60 (1961), the first poem of which subsequently appeared in Challis's collection, ''Building'' (Caxton, 1963) ","verse"
"2810","'''Little Boy Blue''' is a poem by Eugene Field about the death of a child, a sentimental but beloved theme in 19th-century poetry ","verse"
"2811"," The opening words of the poem The Gate of the Year"" struck a chord with a country facing the uncertainty of war ","verse"
"2812","This stringent structure restricted Tang poetry to the middle and upper classes and academia ","verse"
"2813","Along the way he composes 16 poems that sardonically capture his journey ","verse"
"2814","Even as the poem mourns Lincoln, there is a sense of triumph that the ship of state has completed its journey ","verse"
"2815","A Monmouthshire poet, Myfanwy Haycock, wrote a poem about the now disused windmill ","verse"
"2816","The poem refers The Little Boy, from the poems ""The Little Boy lost"" and ""The Little Boy found"" ","verse"
"2817","In 2011 Morrison released ''Clubland ? Second Edition'' (published by Fighting Cock Press USA), an enlarged collection of poems about rock & roll bars, written in verse ","verse"
"2818","The poems ""Mid-Term Break"" and ""The Blackbird of Glanmore"" are related to his brother's death ","verse"
"2819","''The Year's Best Days, for Boys and Girls'' was a collection of stories in prose and in verse, for young people ","verse"
"2820","Bishop also wrote a poem about special relativity, ""E = mc2"", which ends: Come little lad ","verse"
"2821","She released her debut poetry collection ''How to Cure a Ghost'' in 2019 and her debut novel ''Like a Bird'' in 2020 ","verse"
"2822","After sweeping up the coast quickly against light Japanese resistance, they captured Sio in early January 1944, having suffered only very light casualties ","war"
"2823","During 1915 and 1916 Pickthall trained in automobile mechanics to do her part in the war effort ","war"
"2824","Her brothers were killed in the war and she has said that moment was the hardest of the war for her ","war"
"2825","Her father and his wizard Unciel realize that an alliance between Dacia and Serre will protect their country from war ","war"
"2826","The victory cost the Yorktown and a destroyer, but Midway changed the complexion of the Pacific War literally overnight. ","war"
"2827","One of the soldiers who fought there was a boy called Elez Dervi?evi?, the youngest soldier to fight in the Soca battle in World War I ","war"
"2828","On 12 January 1982, he survived a car bomb explosion near his house in Beirut during the Lebanese Civil War ","war"
"2829","During the War of 1812, British forces acquired liberated slaves and freedmen who had fought on the side of the British during the conflict with the United States ","war"
"2830","His brother died in the Estonian War of Independence, 8 years older sister had died in Estonia a few years after World War II ","war"
"2831","Burgin brought food for prisoners of war housed on British prison ships in New York ","war"
"2832","Indiana remained anti-slavery and in the American Civil War remained with the Union and contributed men to the war ","war"
"2833","He was also the younger brother of General Sir Hubert Gough (1870?1963), who led the British Fifth Army on the Western Front during the First World War ","war"
"2834","Sweden became the target destination for deserters because it was the only country that granted asylum to Vietnam War deserters ","war"
"2835","The White Boys were adversely affected by the outbreak of the First World War ","war"
"2836","the fruits of their labors were used by both the Axis and Allied militaries in World War II (cf ","war"
"2837","After the outbreak of the Somali Civil War in 1991, some Somalis sought asylum in India ","war"
"2838","The boy was drafted as a ''Flakhelfer'' and was a prisoner of war for a short time ","war"
"2839","The King of Prussia Wilhelm I, the future emperor of the Imperial Germany, and Bismarck viewed the battle from the hills overlooking Sedan ","war"
"2840","The charge occurred on the first day of the war and was part of the larger Battle of Tuchola Forest ","war"
"2841","mccook was involved in several campaigns and battles in the western theater, including perryville, stones river, the tullahoma campaign, chattanooga, and chickamauga ","war"
"2842","Furthermore, the end of the war brought the end of large shipments of food seized from occupied nations that had sustained Germany during the war ","war"
"2843","When the forests of the high ranges reach maturity and bear fruit, the Blopikians set them on fire to start the war between the rival tribes ","war"
"2844","During this time the regiment took part in the Duffla Hill Expedition, the Second Afghan War, the Third Anglo-Burmese War, the Siege of Malakand and the Campaign against the Bunerwals ","war"
"2845","The North Vietnamese attacked minority ethnic hill tribes in Laos during the Vietnam War ","war"
"2846","'''Operation Rooster 53''' was an Israeli military operation during the War of Attrition to capture an Egyptian P-12 radar system ","war"
"2847","The name likely comes from the nearby thick forest known as The Wilderness Forest, where a Civil War battle nearby known as the Battle of the Wilderness occurred ","war"
"2848","the 77th was instrumental in the 20th group achieving its kill record of 432 enemy aircraft, 400 locomotives, 1,555 freight cars, 94 ammunition cars and 536 motor vehicles destroyed ","war"
"2849","The boy runs away, and when the war comes to Somalia, the boy goes to join an army camp ","war"
"2850","At the beginning of the war in 1937 the armour were organized in three Armoured Battalions, equipped with tanks and armoured cars from various countries ","war"
"2851","After Artabanus' death in 38 AD, a long civil war ensued between the rightful successor Vardanes I and his brother Gotarzes II ","war"
"2852","Japanese forces storm all China's landward defences by noon the following day ","war"
"2853","During the Second World War the Regiment served as an Infantry unit and in 1954 was converted to a Tank Regiment and subsequently in 1962 into an armoured car regiment ","war"
"2854","the final battle of the Seven Years' War in North America at the Battle of Signal Hill ","war"
"2855","The failure of this historical class war eventually drives him to a madhouse ","war"
"2856","By midmorning, the Spaniards were sweeping the coast with their artillery, and the fighting was fierce ","war"
"2857","The Civil War resulted in more construction in the Capitol Hill area, including the building of hospitals ","war"
"2858","forces would later on in the civil war return to the Masaya area to storm Coyotepe hill ","war"
"2859","By the late 1930s the boy was virtually grown up, and finding himself in London when war broke out in 1939 he joined the British army ","war"
"2860","The central town is circled by diminishing graveyard, hinting the wars ","war"
"2861","He served in the Army of Northern Virginia during the Peninsula Campaign and other battles, including the Battle of Gettysburg, where the regiment assaulted Cemetery Hill ","war"
"2862","At the outbreak of war in 1914, nineteen lads from the village had travelled to the barracks in Northampton to enlist ","war"
"2863","He later died in France while serving in the First World War during the Battle of the Argonne Forest just a month before the Armistice ","war"
"2864","Their incessant wars led to population dislocation, food shortages, and an increase in the slave trade ","war"
"2865","The brothers fought back against Germans and collaborators, waging guerrilla warfare in the forests of Belarus ","war"
"2866","The early part of the war consisted of a continual string of Swedish victories under Charles XII ","war"
"2867","The wars forced women to work in agriculture rather than pursue a degree as necessary items such as food and water started to become more scarce and expensive ","war"
"2868","The battle for Hill 262 began during the final stages of the Normandy Campaign ","war"
"2869","Fortunately for the Confederates, McDowell did not press his advantage and attempt to seize the strategic ground immediately, choosing to bombard the hill with the batteries of Capts ","war"
"2870","The campaign inflicted a string of defeats on the Xhosa, such as at Trompetter's Drift on the Fish River, and most of the Xhosa chiefs surrendered ","war"
"2871","Eventually, as more were formed, some moved into forested areas to begin partisan warfare ","war"
"2872","In the early 19th century numerous 'mozos' or lads from the Oscos joined the troops of Castropol in the War of Independence from French occupation ","war"
"2873","When referring to the new war between Nicea and Bulgaria, Rubruck described Michael as ""a mere lad whose power has been eroded"" by the Mongols ","war"
"2874","During the War of Independence of 1857, local people fought against the British in this forest ","war"
"2875","During the War of Attrition, Israeli commandos captured a Soviet-built P-12 radar station in an operation code-named Rooster 53 ","war"
"2876","5 million to implement a central plant that provides steam for heating for up to 80% of all on-campus ","warm"
"2877","Another way to warm the meal when a stove is unavailable is by putting it in the pocket of a coat during winter ","warm"
"2878","It has a coal-burning furnace that produces steam for heating ","warm"
"2879","Thanks to its high level of caffeine, a steamy mug of green tea will pick you up as it warms you up. ","warm"
"2880","FengWoMei mainly used for family use anthracite fire-making, heating, made the honeycomb cylindrical briquettes. ","warm"
"2881","Second method, electrothermal pad will enable us to be cooler in a blanket ","warm"
"2882","work, many people stay in air-conditioned rooms or heater do not feel cold next to it. ","warm"
"2883","door, boiler, of iron or steel, for central heating apparatus (excl. steam generators) ","warm"
"2884","Snow leaves, we will hold some fire heat, flames Wang Wang's ","warm"
"2885","They collected some firewood and made a fire to keep themselves warm ","warm"
"2886","that seat is close enough to the radiator so that I'm warm, yet not so close that I sweat. ","warm"
"2887","They added a coal furnace in the basement with radiators throughout the house for central heating ","warm"
"2888","He also built the first hot-air furnace system for the heating of homes ","warm"
"2889","The little country schoolhouse was heated by an old-fashioned coal stove ","warm"
"2890","Dress warmly inside your house when it's cold, instead of turning up the heat ","warm"
"2891","Forced-air and electric heating pad are currently the most effective noninvasive choices. ","warm"
"2892","The feet were positioned on top of the stove to become warm ","warm"
"2893","Water heating is composed of boiler or central heating, heating pipe, heating coil set water, such as several major components. ","warm"
"2894","We need not store away coal for winter any more because we have heating ","warm"
"2895","The electric blanket can keep you warm during your sleep in winter ","warm"
"2896","As powerless houses grew cold, residents bundled up and kept under blankets, went to stay or visit with others who had electricity, or used their car heaters to temporarily warm-up ","warm"
"2897","In homes with numerous rooms, more than one floor, air conditioning or large sized, a central furnace is often justified or required to ensure sufficiently uniform temperatures ","warm"
"2898","WWE history, one of the most famous professional wrestler ","wrestling"
"2899","I have heard smackdown used to describe a fight or physical contest -- like a wrestling competition ","wrestling"
"2900","Wrestling competitions were held not only in big cities, but also at country fairs and traveling shows ","wrestling"
"2901","Sumo is all about breaking the balance of your opponent without breaking your own body balance. ","wrestling"
"2902","Germany is a leading wrestling nation in Europe with many talented individuals. ","wrestling"
